Query,Tool
Get the current price of Facebook stock.,GetStockPrice
Get historical data for Microsoft stock from 2010 to 2021.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Alphabet from 2015 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the overall market sentiment for Netflix.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Facebook from 2018 to 2023.,GetHistoricalData
Buy 50 shares of Netflix.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 300 shares of Google.,ExecuteTrade
Get historical data for Tesla from 2015 to 2020.,GetHistoricalData
Get the current price of Facebook stock.,GetStockPrice
Submit a sell order for 500 shares of Apple.,ExecuteTrade
Analyze the overall market sentiment for Microsoft.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Amazon from 2020 to 2022.,GetHistoricalData
Calculate the value of my Google shares.,CalculatePortfolioValue
Buy 200 shares of Microsoft.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 200 shares of Netflix.,ExecuteTrade
Get historical stock data for Tesla from 2015 to 2021.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 100 shares of IBM.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Microsoft from 2010 to 2018.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Calculate the total value of my portfolio after a trade.,CalculatePortfolioValue
What is the current price of IBM stock?,GetStockPrice
Sell 300 shares of Facebook.,ExecuteTrade
Get historical stock data for Netflix from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Buy 50 shares of Amazon.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Google from 2010 to 2019.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Calculate the total value of my portfolio after a market fluctuation.,CalculatePortfolioValue
What is the current price of Alphabet stock?,GetStockPrice
Sell 400 shares of Apple.,ExecuteTrade
Get historical stock data for Facebook from 2015 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Buy 200 shares of Alphabet.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 50 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Alphabet from 2018 to 2021.,GetHistoricalData
Submit a buy order for 20 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Facebook from 2015 to 2019.,GetHistoricalData
Submit a sell order for 30 shares of Alphabet.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Tesla from 2010 to 2015.,GetHistoricalData
Calculate the total value of my portfolio.,CalculatePortfolioValue
Buy 15 shares of Amazon.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Get historical data for Apple from 2012 to 2018.,GetHistoricalData
Submit a buy order for 25 shares of Microsoft.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Fetch historical data for Google from 2008 to 2014.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Microsoft.,ExecuteTrade
Get historical stock data for Google from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Sell 200 shares of Alphabet.,ExecuteTrade
Get historical stock data for Tesla from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 100 shares of NVIDIA.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Microsoft from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Sell 50 shares of Facebook.,ExecuteTrade
Calculate the total value of my Apple shares.,CalculatePortfolioValue
What is the current price of Alphabet stock?,GetStockPrice
Get historical stock data for Amazon from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Buy 200 shares of Facebook.,ExecuteTrade
What is the current price of NVIDIA stock?,GetStockPrice
Get historical stock data for Facebook from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Alphabet.,AnalyzeSentiment
Sell 100 shares of Amazon.,ExecuteTrade
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Tesla from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about NVIDIA.,AnalyzeSentiment
Buy 500 shares of Tesla.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock prices for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Tesla stock?,GetStockPrice
Sell 200 shares of Netflix.,ExecuteTrade
Get historical stock prices for Apple from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Calculate the value of my Apple shares.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Buy 1000 shares of Facebook.,ExecuteTrade
Get historical stock prices for Google from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Calculate the value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 500 shares of Amazon.,ExecuteTrade
Get historical stock prices for Tesla from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the value of my portfolio including Apple and Netflix shares.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Buy 200 shares of Microsoft.,ExecuteTrade
Get historical stock prices for Facebook from 2012 to 2018.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Calculate the value of my portfolio including Apple and Facebook shares.,CalculatePortfolioValue
What is the current price of Google stock?,GetStockPrice
Sell 1000 shares of Tesla.,ExecuteTrade
Get historical stock prices for Amazon from 2015 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Calculate the value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical stock price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Netflix.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch the historical stock price data for Apple from 2018 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Get the historical stock price data for Google from 2015 to 2020.,GetHistoricalData
Buy 50 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Get the current price of Apple stock.,GetStockPrice
Fetch the historical stock price data for Tesla from 2010 to 2015.,GetHistoricalData
Submit a sell order for 500 shares of Google.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Get the historical stock price data for Netflix from 2012 to 2018.,GetHistoricalData
Buy 200 shares of Microsoft.,ExecuteTrade
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Fetch the historical stock price data for Amazon from 2010 to 2015.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical stock prices for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news articles about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Alphabet from 2018 to 2021.,GetHistoricalData
Submit a buy order for 100 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get the historical stock prices for Facebook from 2015 to 2019.,GetHistoricalData
Submit a sell order for 50 shares of Alphabet.,ExecuteTrade
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Fetch historical data for Tesla from 2010 to 2015.,GetHistoricalData
Submit a buy order for 150 shares of Amazon.,ExecuteTrade
Calculate the value of my portfolio.,CalculatePortfolioValue
Get the current price of Netflix stock.,GetStockPrice
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Get the historical stock prices for Google from 2012 to 2018.,GetHistoricalData
Submit a sell order for 250 shares of Apple.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Calculate the value of my Google shares.,CalculatePortfolioValue
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 200 shares of Netflix.,ExecuteTrade
Get historical stock data for Tesla from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 100 shares of IBM.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Alphabet from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Sell 50 shares of Microsoft.,ExecuteTrade
