query,gold_tool,pred_tool,model_output
I'm considering a career change to software engineering. Do you have any recommendations for degrees or programs on Coursera?,CourseTool,CourseTool,CourseTool
Help me find information about the team working on a business analytics course.,CourseTool,CourseTool,CourseTool
I'm going on a business trip to London next month. Please help me find affordable and convenient accommodations.,TripTool,TripTool,TripTool
Can you provide me with the current total value locked in the Compound protocol?,FinanceTool,FinanceTool,FinanceTool
Find the average transaction fee for Bitcoin in the last 24 hours.,FinanceTool,FinanceTool,FinanceTool
Retrieve the historical price data of Bitcoin on the Binance Smart Chain.,FinanceTool,FinanceTool,FinanceTool
"Hey there! I want to rent a car in New York City for my business trip next week, from July 7th to July 14th. Can you assist me in finding the perfect car?",TripTool,TripTool,TripTool
"Can you find me a dog-friendly hotel that allows pets of all sizes and breeds near the beach, preferably with easy access to a designated dog-friendly area for exercise and play?",TripTool,TripTool,TripTool
Hey there! Can you give me the price to earnings ratio for the CryptoPunks NFT collection?,FinanceTool,FinanceTool,FinanceTool
"I'm looking for a ryokan (traditional inn) in Hakone that offers traditional Japanese rooms, hot spring baths, and traditional multi-course meals known as kaiseki.",TripTool,CourseTool,CourseTool
What is the current stock price of XYZ company?,FinanceTool,FinanceTool,FinanceTool
Give me the volatility of Ethereum compared to Bitcoin.,FinanceTool,FinanceTool,FinanceTool
I'm actively searching for the latest and most up-to-date news updates specifically related to Non-Fungible Tokens (NFTs).,FinanceTool,FinanceTool,FinanceTool
"I want to deeply analyze and understand the moral, societal, and legal consequences that arise from the advancement and implementation of artificial intelligence technology.",CourseTool,CourseTool,CourseTool
Where can I find a good place to stay in London?,TripTool,TripTool,TripTool
What are my transport options for getting to my destination?,TripTool,TripTool,TripTool
I'm looking for a family-friendly hotel and affordable flights for a vacation in Orlando. Can you help me with that?,TripTool,TripTool,TripTool
How do I plan my ferry trip?,TripTool,TripTool,TripTool
"I need detailed insights, analysis, and evaluation on the current and past performance of the NFT collection ""Crypto Cats"" including factors such as sales volume, price trends, market demand, and overall market sentiment.",FinanceTool,FinanceTool,FinanceTool
"I need to know the current weather conditions in Sydney, Australia.",WeatherTool,WeatherTool,WeatherTool
"Can you provide me with a detailed 5-day weather forecast, including temperature, precipitation, and wind conditions, specifically for London, UK?",WeatherTool,WeatherTool,WeatherTool
"I would like to request your assistance in developing a detailed and comprehensive lesson plan specifically catered towards high school students, with a focus on teaching the subject of mathematics.",CourseTool,CourseTool,CourseTool
What can you tell me about Amazon's quarterly earnings?,FinanceTool,FinanceTool,FinanceTool
I have a flight tomorrow. Can you tell me what the weather will be like at Frankfurt Airport?,WeatherTool,WeatherTool,WeatherTool
"Please find me a spacious and comfortable minivan specifically for six people to rent in Houston, Texas, at an affordable price, as I am planning a family vacation and require ample space for luggage and passengers.",TripTool,TripTool,TripTool
Which ETF has the highest dividend yield?,FinanceTool,FinanceTool,FinanceTool
What is the total market capitalization of Ethereum?,FinanceTool,FinanceTool,FinanceTool
I am looking for a spacious and comfortable house located in Texas to rent specifically for a family reunion.,TripTool,TripTool,TripTool
I have a passion for graphic design and want to enhance my skills in this field. What courses and degrees can you recommend on Coursera to help me achieve that?,CourseTool,CourseTool,CourseTool
Good morning! I'm eager to know what's been happening in the NFT world. Can you please share a roundup of today's NFT news headlines along with clickable links?,FinanceTool,CourseTool,CourseTool
What is the market cap of Ripple? ,FinanceTool,FinanceTool,FinanceTool
I would like to receive the most up-to-date and recent news specifically pertaining to Ethereum.,FinanceTool,FinanceTool,FinanceTool
What are some top-quality math classes available online?,CourseTool,CourseTool,CourseTool
I can't believe it's raining again! What's the weather like in London?,WeatherTool,WeatherTool,WeatherTool
"I'm very interested in learning more about the field of neuroscience and would love to explore any resources, studies, or articles that provide in-depth information on this subject.",CourseTool,CourseTool,CourseTool
What are the top trending cryptocurrencies in the market right now?,FinanceTool,CourseTool,CourseTool
What is the risk level of Tesla stock? ,FinanceTool,FinanceTool,FinanceTool
I would like to improve my German language skills. Can you recommend a personalized language learning course for me?,CourseTool,CourseTool,CourseTool
Please show me a list of hotels located near Disneyland Tokyo that are within close proximity for convenient access.,TripTool,TripTool,TripTool
Can you calculate the drawdowns for the Vanguard Total Stock Market Index Fund?,FinanceTool,FinanceTool,FinanceTool
"I'm looking for a ferry route between New York and Martha's Vineyard, what are my options?",TripTool,TripTool,TripTool
"This is ridiculous! I want the latest news for a particular cryptocurrency, give me that information right now!",FinanceTool,FinanceTool,FinanceTool
What's the latest news on Bitcoin's market performance?,FinanceTool,FinanceTool,FinanceTool
Yassou! I've always wanted to experience the enchanting atmosphere of the Greek islands. Could you please help me find ferry timetables and prices for my adventure?,TripTool,TripTool,TripTool
I'm planning a weekend trip to the beach. Can you tell me what the weather will be like?,WeatherTool,WeatherTool,WeatherTool
I'm looking for a family suite in a 5-star hotel in London with a discount. Can you help me find it?,TripTool,TripTool,TripTool
I'm so frustrated with the NFT market. Tell me the price to earnings ratio for the CryptoPunks collection.,FinanceTool,FinanceTool,FinanceTool
"Can you tell me if the 'eggshell skull' rule applies in cases involving emotional distress? DEF Inc., 456 F.2d 789",LawTool,LawTool,LawTool
What is the total supply of Ethereum?,FinanceTool,FinanceTool,FinanceTool
Here are the top three Exchange-Traded Funds (ETFs) that have the highest dividend yield based on users' requests.,FinanceTool,FinanceTool,FinanceTool
I'm interested in learning about sustainable energy and want to make a positive impact in this field. Can you suggest any courses and specializations on Coursera related to sustainable energy?,CourseTool,CourseTool,CourseTool
I want to book a budget hotel in Rome near the Colosseum. Can you help me find some options?,TripTool,TripTool,TripTool
"Can you help me understand California's property tax laws, particularly regarding the assessment of property values, calculation of tax rates, exemptions and deductions available to homeowners, and the process of property tax payment and assessment appeals?",LawTool,LawTool,LawTool
I'm looking for a budget-friendly hotel in Rome. Can you help me find an affordable option?,TripTool,TripTool,TripTool
"I'm looking for a comprehensive and engaging lesson plan specifically designed to introduce middle school students to the concepts of cybersecurity, including topics such as online safety, digital privacy, and protection against cyber threats.",CourseTool,CourseTool,CourseTool
"Can you provide insights into whether there is a significant correlation between the rarity of the NFTs in the collection ""Cosmic Creatures"" and their corresponding market values?",FinanceTool,FinanceTool,FinanceTool
